user_id,id,track_name,rating,timestamp
U029,5OQsiBsky2k2kDKy2bX2eT,Learn to Fly,2,2026-01-05 17:48:06
U022,0vOkmmJEtjuFZDzrQSFzEE,Hit Me With Your Best Shot,4,2026-01-05 17:48:06
U009,6GtX0jaNL8IjVQfrDBx81z,Bullet With Butterfly Wings - Remastered 2012,3,2026-01-05 17:48:06
U027,6qLEOZvf5gI7kWE63JE7p3,Interstate Love Song - 2019 Remaster,5,2026-01-05 17:48:06
U022,5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,5,2026-01-05 17:48:06
U037,6mFkJmJqdDVQ1REhVfGgd1,Wish You Were Here,1,2026-01-05 17:48:06
U016,5tVA6TkbaAH9QMITTQRrNv,Free Fallin',3,2026-01-05 17:48:06
U042,6txWz9UapYHVxEd7dDIHXT,No Rain,4,2026-01-05 17:48:06
U012,05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,2,2026-01-05 17:48:06
U023,5sFDReWLrZHLFZFjHsjUTS,Would? (2022 Remaster),3,2026-01-05 17:48:06
U034,6hTcuIQa0sxrrByu9wTD7s,Born to Run,5,2026-01-05 17:48:06
U015,648TTtYB0bH0P8Hfy0FmkL,Unforgettable,1,2026-01-05 17:48:06
U038,2xizRhme7pYeITbH1NLLGt,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato",2,2026-01-05 17:48:06
U010,3DNRdudZ2SstnDCVKFdXxG,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",4,2026-01-05 17:48:06
U005,1BncfTJAWxrsxyT9culBrj,Experience,3,2026-01-05 17:48:06
U046,3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",1,2026-01-05 17:48:06
U008,2EKL77lwxvo615Ga7VjEUl,HIM ALL ALONG,3,2026-01-05 17:48:06
U007,4CkbpelT92r4dVkceDX9g1,Leave Me Alone,1,2026-01-05 17:48:06
U045,2t4H61OtTYgmDe61KxkjKH,PLUTOSKI,5,2026-01-05 17:48:06
U032,1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),1,2026-01-05 17:48:06
U034,5xeSd4HgzrYpNLEf3LfYLK,WHATCHU KNO ABOUT ME (feat. Sexyy Red),4,2026-01-05 17:48:06
U028,6afQ4fJDJ9QqU5BKIH99Ej,Insecurities,4,2026-01-05 17:48:06
U025,76Ku9OBFK1NjMylR8r4WLK,Gang Baby,5,2026-01-05 17:48:06
U035,2c7z5oRcPBbqRaBY2mLWcf,NEW DROP,3,2026-01-05 17:48:06
U006,487JCvAXVblflZyDJn3fSp,Help Me,1,2026-01-05 17:48:06
U047,1560osUcXrnov6yuOjXvc1,No Face,2,2026-01-05 17:48:06
U045,3aCPResPDNae3pXTocGpYe,LIL DEMON,5,2026-01-05 17:48:06
U050,62oLxos6R04SVYL1lXidvu,2 Slippery (feat. BossMan Dlow),5,2026-01-05 17:48:06
U003,4lwfqyQXSDJ7kELpMErMih,Sorry Not Sorry,2,2026-01-05 17:48:06
U028,2cZOYofOX4d6g0OXxkaIjA,ALL RED,2,2026-01-05 17:48:06
U035,1Ftb0PK0Qqwax3gofiMd2X,I CAN’T LET GO,1,2026-01-05 17:48:06
U008,4ppKM7xnkSAwSyKqD4QTY4,Chill Bae,1,2026-01-05 17:48:06
U014,26TX1oZbaDeKxfTYDclSAo,2AM,1,2026-01-05 17:48:06
U017,1qIwin7JMVuX70qN6wD8ww,It's Up (feat. Young Thug & 21 Savage),3,2026-01-05 17:48:06
U035,2JapCT0xikq6Fy1PQiJz1C,The Viper,5,2026-01-05 17:48:06
U008,1JF8LkQWZ8grXb2emqrNKn,Brokey,4,2026-01-05 17:48:06
U005,0U60hgxzGit7juEuHul2y3,25,5,2026-01-05 17:48:06
U023,3lUYO6zvXI88sNDpyKvIJ2,Or What,5,2026-01-05 17:48:06
U033,28drn6tQo95MRvO0jQEo5C,Type Shit,5,2026-01-05 17:48:06
U011,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,1,2026-01-05 17:48:06
U045,2aYHxnMF2umAavtgBvmkY1,Thought I Was Dead (feat. ScHoolboy Q & Santigold),2,2026-01-05 17:48:06
U021,3lCb7ZYE3Fvie4JOPqpXfY,FIELD TRIP,1,2026-01-05 17:48:06
U040,2jnezASa7o0lP6aif6VrIf,TEFLON DON,4,2026-01-05 17:48:06
U047,1eroCliWpJrEu1V7VSObcO,Circadian Rhythm,1,2026-01-05 17:48:06
U029,1F5Qp0SJS0QUfqIoQggrLz,The Largest,4,2026-01-05 17:48:06
U003,3NE6g9h77FZbQqCLzUpGRt,Light Year (Practice),5,2026-01-05 17:48:06
U049,3rXlcLZk3MCaRPND5g9QiW,Blow for Blow (feat. J. Cole),2,2026-01-05 17:48:06
U049,5RePVWy39tLpHH0WwXgBsK,Rah Tah Tah,2,2026-01-05 17:48:06
U049,2FRc9wqgIjg2E3bH13ww6U,Both Ways,5,2026-01-05 17:48:06
U050,2dKkVF2m160z0RNDN2dddc,NISSAN ALTIMA,1,2026-01-05 17:48:06
U048,5xMjhZKSo8yh5r9b5vrYRr,Tailor Swif,5,2026-01-05 17:48:06
U006,32ioWMgkyA6mFcXJMggBoz,GEEK TIMË,3,2026-01-05 17:48:06
U028,2I9foKseoFQh07p6sD2voE,Many Men (Wish Death),4,2026-01-05 17:48:06
U037,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,1,2026-01-05 17:48:06
U035,7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),3,2026-01-05 17:48:06
U001,28drn6tQo95MRvO0jQEo5C,Type Shit,5,2026-01-05 17:48:06
U005,1haa8GXT0cl9wzRnpZG0YH,"Bent (with Kyle Richh, Jenn Carter & TaTa)",3,2026-01-05 17:48:06
U003,79s5XnCN4TJKTVMSmOx8Ep,Dior,5,2026-01-05 17:48:06
U026,2Gk6fi0dqt91NKvlzGsmm7,SAY MY GRACE (feat. Travis Scott),4,2026-01-05 17:48:06
U029,3WCXvxgQ7U3mznWsQjiEMu,6locc 6a6y,1,2026-01-05 17:48:06
U010,6HgWWaMu31KdOpEG5l28BG,All My Life (feat. J. Cole),5,2026-01-05 17:48:06
U023,0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],2,2026-01-05 17:48:06
U039,7fEoXCZTZFosUFvFQg1BmW,Took Her To The O,1,2026-01-05 17:48:06
U038,4vzJrkfHbCGaodPA5RY5BV,Loading,3,2026-01-05 17:48:06
U011,2yUzr8Sr6ldG8vmHhZwTnz,née-nah,1,2026-01-05 17:48:06
U018,01Lr5YepbgjXAWR9iOEyH1,Love Sosa,2,2026-01-05 17:48:06
U005,0k7wmahjkn389wAZdz19Cv,Drankin N Smokin,3,2026-01-05 17:48:06
U044,792HwhrdO3ErRKL5yRe4Ge,Invincible,5,2026-01-05 17:48:06
U003,40mjsnRjCpycdUw3xhS20g,GATTI,5,2026-01-05 17:48:06
U007,1H7KnK26kc1YyellpbINEn,The Woo (feat. 50 Cent & Roddy Ricch),2,2026-01-05 17:48:06
U044,3UnYMo1aeD0o8VtHy3R8cs,Neva Cared,3,2026-01-05 17:48:06
U007,1ipSpQfzBbhPFhYm6tfVIz,Mr. Glock,1,2026-01-05 17:48:06
U008,5SWnsxjhdcEDc7LJjq9UHk,Runnin,5,2026-01-05 17:48:06
U023,2297mxrYLBAC4XkhXs39If,Armed & Dangerous,4,2026-01-05 17:48:06
U021,5vDNippoMr52KpXBO9b9KQ,Coffin,4,2026-01-05 17:48:06
U030,4F6yN5FsFW10Ucx7cLCzBh,Ready (feat. Gunna),1,2026-01-05 17:48:06
U019,03ThZweiBWFP8tOGsk6QMO,Russian Cream,3,2026-01-05 17:48:06
U004,65OVbaJR5O1RmwOQx0875b,Wants and Needs (feat. Lil Baby),4,2026-01-05 17:48:06
U046,3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),4,2026-01-05 17:48:06
U039,23TwR29GSeJBfXnXhmDlwR,"Crazy Story, Pt. 3",4,2026-01-05 17:48:06
U049,577YBGuskWkVDCxZrLRB4v,Pure Cocaine,4,2026-01-05 17:48:06
U028,4mIHgQ3ofK2RK34UdbqMbe,Ambition For Cash,2,2026-01-05 17:48:06
U024,3QFInJAm9eyaho5vBzxInN,family ties (with Kendrick Lamar),3,2026-01-05 17:48:06
U046,6pcywuOeGGWeOQzdUyti6k,Glock In My Lap,5,2026-01-05 17:48:06
U047,6Tguhaf2uAe6OjRLsR2Tql,3 Headed Goat (feat. Lil Baby & Polo G),3,2026-01-05 17:48:06
U039,1dg3qy5DjoJodawfOCgrTP,Run It Up (feat. Offset & Moneybagg Yo),4,2026-01-05 17:48:06
U009,1EJIcDYXwSqipW5dFe4uJz,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),5,2026-01-05 17:48:06
U002,4rmVZajAF7PkrCagGPHbqa,Sticky,4,2026-01-05 17:48:06
U047,0VgkVdmE4gld66l8iyGjgx,Mask Off,3,2026-01-05 17:48:06
U014,4Iedi94TIaB2GGb1nMB68v,On Me,5,2026-01-05 17:48:06
U047,0fX4oNGBWO3dSGUZcVdVV2,N95,1,2026-01-05 17:48:06
U006,3ruoIF2UnoXdzK8mR61ebq,Rich Nigga Shit (feat. Young Thug),3,2026-01-05 17:48:06
U042,1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),1,2026-01-05 17:48:06
U025,0VgkVdmE4gld66l8iyGjgx,Mask Off,1,2026-01-05 17:48:06
U008,2fjqfFUq64thFsqfKN01kS,Imagina esse Cenário,1,2026-01-05 17:48:06
U035,6vN77lE9LK6HP2DewaN6HZ,Yes Indeed,2,2026-01-05 17:48:06
U037,7MBHncxZXB7fzf5cAx8C05,Wake Up & Bake Up,5,2026-01-05 17:48:06
U036,07AQkmp456NpEnT8HR7WLy,M4,5,2026-01-05 17:48:06
U029,62NeZ2Vtrz5HgtQibleMNs,Diablita (feat. Anuel AA & Baby Rasta),1,2026-01-05 17:48:06
U035,01Lr5YepbgjXAWR9iOEyH1,Love Sosa,1,2026-01-05 17:48:06
U001,5JgTIfS7FfSE9tuebzX8HC,Tessera sanitaria (feat. Nerissima Serpe & Papa V),5,2026-01-05 17:48:06
U043,0M9ydKzuF3oZTfYYPfaGX1,Bad and Boujee (feat. Lil Uzi Vert),3,2026-01-05 17:48:06
U031,6rUmUJ2drFemHTH73bFAKQ,That Go! (feat. T-Shyne),4,2026-01-05 17:48:06
U039,2FIm6YsSGL5acOqSuJDh5s,Me Acostumbre (feat. Bad Bunny),5,2026-01-05 17:48:06
U019,2tudvzsrR56uom6smgOcSf,Like That,1,2026-01-05 17:48:06
U024,3Kh5a6vXMiJtC35jMEfmyy,Castlevania,5,2026-01-05 17:48:06
U010,6gxKUmycQX7uyMwJcweFjp,We Paid (feat. 42 Dugg),2,2026-01-05 17:48:06
U029,1Bb422wJR14f7sA77gGs0V,Brindis,4,2026-01-05 17:48:06
U023,2QrGCbW0ylj94JfkgLZFlA,Pa Ti,3,2026-01-05 17:48:06
U004,2sA4woGW5KgEgGXXxOKPAZ,Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix,3,2026-01-05 17:48:06
U032,7b6QP0Pz2sqyW7yyXodpm6,Tu Me Enamoraste - Remix,5,2026-01-05 17:48:06
U016,77dMSg2VHi2wwXjXNrmcrZ,Nena Maldición (feat. Lenny Tavárez),5,2026-01-05 17:48:06
U011,1qMMYpVatbRITKCfq1gasi,PUFFIN ON ZOOTIEZ,5,2026-01-05 17:48:06
U032,6QsHhB0W9GtLF3cI7mUVkQ,1993,4,2026-01-05 17:48:06
U023,2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),4,2026-01-05 17:48:06
U017,2m3v40xGeLVqnQvAwx5rdi,Un Día Más,1,2026-01-05 17:48:06
U048,4DS7HoqrKq1dDjeYOKBlu9,De las 2 (feat. Bad Bunny & Arcángel),3,2026-01-05 17:48:06
U008,2SzgK8i6si6ETtu57nTdSn,Un Ratito Mas,3,2026-01-05 17:48:06
U031,4CNfC20TImtjdwN3dG0uCF,CANZONE D'ODIO (feat. Lil Baby),1,2026-01-05 17:48:06
U030,4tuFNhM69UakXdPg4RrNvp,Deus Perdoa,2,2026-01-05 17:48:06
U026,4lH6nENd1y81jp7Yt9lTBX,Solo,5,2026-01-05 17:48:06
U024,0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],1,2026-01-05 17:48:06
U020,0K0soSt52EhMS9FohRObdK,Cómo Le Digo,4,2026-01-05 17:48:06
U039,5RHOhXxMVhpEaBcG6hIydA,Maturidade,3,2026-01-05 17:48:06
U006,0VybBobSYSzliyEJ1VqwGR,Problemas de um Milionário,1,2026-01-05 17:48:06
U045,26w9NTiE9NGjW1ZvIOd1So,BOOKER T,1,2026-01-05 17:48:06
U024,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,3,2026-01-05 17:48:06
U046,2Hh3ETdQKrmSI3QS0hme7g,Too Many Nights (feat. Don Toliver & with Future),1,2026-01-05 17:48:06
U015,6TZXBJLTIOX6DM6hwCsKw2,Me Ama Me Odia,5,2026-01-05 17:48:06
U024,1FEh2VLXCzHr4DhMLufrs5,Hm Hm hm,2,2026-01-05 17:48:06
U029,27durTCg4qj3qAbKsSVNX4,Kese (Dance),1,2026-01-05 17:48:06
U010,6e0YUaVAfDxUabmybOjguy,Awuke,3,2026-01-05 17:48:06
U007,2irQkcW7o3v0tZoGZrtUsO,Favourite Girl (with Rema),4,2026-01-05 17:48:06
U012,2nYeyMeqYDiFSYYtl2BWD6,Piece of My Heart (feat. Brent Faiyaz),5,2026-01-05 17:48:06
U010,1Cbl3Yq8rHo7hhDQmLQagU,PUSH 2 START,4,2026-01-05 17:48:06
U033,771KDfpsOtJPQmocQpMdkR,Fi Kan We Kan,2,2026-01-05 17:48:06
U026,13VXuHw3O8Yt7VwRIDqSo4,MMS,5,2026-01-05 17:48:06
U010,1cOboCuWYI2osTOfolMRS6,Tu Boda,3,2026-01-05 17:48:06
U034,6PhRhocBXP4y7NpciGmzra,Después De La 1,3,2026-01-05 17:48:06
U025,0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,2,2026-01-05 17:48:06
U005,4zbEItKoaRId1vRZkoO0Uh,Imagínate,4,2026-01-05 17:48:06
U011,6fKvGaO8Dfntvx4thaXtak,Kamikaze (feat. Victor Mendivil),3,2026-01-05 17:48:06
U023,5AH31dDNgxCMGDdxubNNn4,NEL,1,2026-01-05 17:48:06
U025,6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,1,2026-01-05 17:48:06
U011,0fKK51bU6lcCCwdNnv64t3,DEPORTIVO,5,2026-01-05 17:48:06
U011,4U80gkwi6Qk0fBRcDuzn3E,SEXO ES LA MODA,5,2026-01-05 17:48:06
U004,3mg9jYNC1NihbthlglzrWP,+57,5,2026-01-05 17:48:06
